,gender,race,g1freelunch,birthdate,z,y
2292,2.0,2.0,1.0,1980-05-13,1.0,521.6666666666666
1278,1.0,1.0,2.0,1980-01-22,0.0,552.0
1383,1.0,1.0,1.0,1980-07-20,0.0,498.6666666666667
3530,2.0,2.0,1.0,1979-11-09,1.0,530.6666666666666
2626,1.0,1.0,1.0,1980-06-20,1.0,534.0
3901,1.0,2.0,2.0,1979-07-21,0.0,554.3333333333334
4158,1.0,1.0,2.0,1980-02-17,0.0,527.3333333333334
3719,2.0,2.0,1.0,1980-03-04,1.0,576.3333333333334
2049,1.0,1.0,2.0,1980-04-07,1.0,555.3333333333334
1036,1.0,1.0,2.0,1979-11-24,0.0,572.3333333333334
220,2.0,1.0,1.0,1978-12-18,0.0,607.6666666666666
3435,2.0,1.0,1.0,1979-10-17,1.0,515.6666666666666
1338,1.0,2.0,1.0,1980-02-24,1.0,574.6666666666666
1561,1.0,2.0,1.0,1980-01-14,1.0,537.0
387,2.0,2.0,1.0,1979-11-26,0.0,511.0
4039,2.0,1.0,2.0,1979-11-18,0.0,608.6666666666666
2964,2.0,2.0,1.0,1980-02-13,1.0,547.3333333333334
1377,1.0,2.0,1.0,1980-03-20,0.0,542.0
2022,1.0,1.0,1.0,1980-04-11,1.0,473.3333333333333
1636,2.0,1.0,2.0,1980-02-03,0.0,565.6666666666666
3092,1.0,2.0,1.0,1980-06-25,0.0,477.6666666666667
172,1.0,1.0,1.0,1978-01-03,0.0,520.3333333333334
1681,1.0,2.0,1.0,1980-07-24,0.0,468.0
2158,1.0,1.0,2.0,1980-04-29,1.0,621.0
2431,2.0,1.0,2.0,1980-05-25,0.0,526.3333333333334
3722,2.0,1.0,2.0,1978-12-25,0.0,506.0
3134,1.0,2.0,1.0,1980-06-28,1.0,517.0
2616,2.0,1.0,2.0,1980-06-18,1.0,570.6666666666666
2665,1.0,1.0,2.0,1980-07-11,0.0,488.6666666666667
1920,2.0,2.0,1.0,1979-11-05,0.0,486.0
2227,2.0,1.0,2.0,1980-05-07,0.0,576.6666666666666
868,1.0,1.0,2.0,1979-12-16,0.0,551.6666666666666
695,1.0,1.0,2.0,1979-11-04,1.0,591.0
3852,2.0,1.0,1.0,1980-06-01,0.0,586.3333333333334
2341,1.0,1.0,2.0,1980-06-03,1.0,649.3333333333334
2182,1.0,2.0,1.0,1980-03-22,1.0,492.6666666666667
2940,2.0,1.0,2.0,1980-09-29,0.0,557.6666666666666
2201,1.0,1.0,2.0,1980-04-24,0.0,538.6666666666666
544,1.0,1.0,2.0,1979-08-16,1.0,563.3333333333334
3453,2.0,2.0,2.0,1980-02-04,0.0,575.6666666666666
27,1.0,1.0,,1979-10-27,0.0,496.3333333333333
2809,1.0,2.0,1.0,1980-08-09,0.0,516.6666666666666
881,1.0,1.0,2.0,1979-12-18,1.0,560.0
815,1.0,1.0,1.0,1979-10-18,0.0,570.0
1713,1.0,1.0,2.0,1980-01-26,0.0,562.6666666666666
2614,1.0,1.0,2.0,1980-07-31,0.0,551.3333333333334
2998,2.0,1.0,2.0,1980-09-22,1.0,563.3333333333334
959,2.0,1.0,1.0,1979-11-13,0.0,543.0
2570,2.0,1.0,2.0,1980-07-08,0.0,531.0
2833,2.0,1.0,2.0,1980-08-22,1.0,607.3333333333334
2748,1.0,1.0,1.0,1980-08-08,0.0,493.6666666666667
3790,1.0,2.0,1.0,1979-03-19,0.0,573.3333333333334
4141,2.0,1.0,1.0,1980-04-27,0.0,525.0
2011,1.0,1.0,1.0,1980-04-23,1.0,496.0
2253,1.0,1.0,2.0,1980-05-16,1.0,534.3333333333334
4112,1.0,1.0,1.0,1980-04-13,1.0,504.6666666666667
382,2.0,2.0,1.0,1979-11-21,1.0,495.6666666666667
1439,2.0,2.0,2.0,1980-01-17,0.0,522.6666666666666
1253,1.0,2.0,1.0,1980-02-17,1.0,477.0
1589,2.0,1.0,2.0,1980-02-27,0.0,581.3333333333334
2563,2.0,1.0,1.0,1980-07-21,0.0,492.6666666666667
1298,2.0,1.0,1.0,1980-01-19,0.0,562.0
1531,2.0,2.0,1.0,1980-05-24,0.0,469.6666666666667
976,1.0,1.0,1.0,1979-12-04,1.0,552.3333333333334
1282,2.0,2.0,1.0,1980-02-24,0.0,524.6666666666666
3638,2.0,2.0,1.0,1979-12-09,0.0,511.6666666666667
3169,2.0,2.0,1.0,1980-09-13,1.0,563.0
3980,1.0,1.0,1.0,1979-09-28,0.0,628.6666666666666
2737,2.0,2.0,2.0,1980-08-12,1.0,501.3333333333333
2448,2.0,2.0,1.0,1980-06-13,0.0,485.3333333333333
1048,2.0,1.0,2.0,1979-12-29,1.0,572.3333333333334
2451,1.0,2.0,1.0,1980-06-23,0.0,492.6666666666667
2020,2.0,1.0,2.0,1981-03-30,1.0,580.6666666666666
808,1.0,1.0,2.0,1979-11-08,0.0,602.0
1763,2.0,2.0,1.0,1980-08-17,1.0,537.3333333333334
2982,2.0,1.0,2.0,1980-09-25,0.0,578.6666666666666
593,1.0,1.0,2.0,1979-09-21,1.0,624.3333333333334
3599,2.0,2.0,1.0,1979-11-18,1.0,588.6666666666666
4104,2.0,1.0,1.0,1980-04-11,0.0,470.0
956,2.0,2.0,1.0,1979-12-18,0.0,552.6666666666666
2821,1.0,2.0,1.0,1980-05-18,1.0,512.3333333333334
932,1.0,2.0,1.0,1980-12-20,0.0,480.3333333333333
151,1.0,2.0,1.0,1977-11-15,0.0,482.0
2311,2.0,1.0,1.0,1980-05-29,0.0,543.6666666666666
1845,2.0,1.0,1.0,1980-02-28,0.0,567.6666666666666
845,1.0,1.0,1.0,1979-10-11,0.0,500.0
3406,1.0,2.0,,1980-02-08,0.0,557.0
442,1.0,1.0,1.0,1979-05-31,0.0,527.3333333333334
3328,1.0,2.0,1.0,1979-01-01,1.0,517.0
81,1.0,2.0,1.0,1979-09-13,0.0,468.0
138,1.0,2.0,1.0,1980-04-12,0.0,480.0
1628,1.0,1.0,2.0,1980-02-01,0.0,607.3333333333334
1672,2.0,2.0,1.0,1980-02-14,0.0,542.3333333333334
1056,1.0,2.0,1.0,1979-07-25,0.0,493.3333333333333
2413,2.0,1.0,2.0,1980-06-06,0.0,587.0
3113,2.0,2.0,2.0,1980-03-15,1.0,548.0
3589,1.0,2.0,1.0,1980-05-15,1.0,526.6666666666666
3906,2.0,2.0,1.0,1980-02-08,0.0,526.3333333333334
3261,2.0,1.0,1.0,1980-02-24,1.0,523.6666666666666
488,1.0,1.0,1.0,1979-07-13,1.0,511.0
737,2.0,1.0,2.0,1979-11-12,1.0,597.6666666666666
2183,2.0,2.0,1.0,1980-03-28,0.0,502.3333333333333
3861,2.0,1.0,2.0,1980-08-26,0.0,610.3333333333334
3493,1.0,1.0,1.0,1980-02-04,1.0,528.0
4216,2.0,2.0,1.0,1980-08-27,1.0,500.6666666666667
4189,1.0,1.0,1.0,1980-06-23,1.0,523.3333333333334
4095,2.0,1.0,1.0,1980-02-10,1.0,543.6666666666666
1879,1.0,1.0,1.0,1980-02-18,1.0,560.3333333333334
3428,1.0,2.0,1.0,1980-09-09,0.0,478.6666666666667
537,2.0,1.0,2.0,1979-08-05,0.0,573.6666666666666
1882,2.0,2.0,1.0,1980-03-06,0.0,540.0
1606,2.0,1.0,1.0,1980-02-14,1.0,523.0
3152,2.0,2.0,1.0,1980-04-04,0.0,483.6666666666667
590,1.0,1.0,2.0,1979-09-18,0.0,501.0
1139,1.0,2.0,1.0,1980-01-04,1.0,492.6666666666667
22,1.0,1.0,1.0,1979-03-09,0.0,496.3333333333333
498,1.0,1.0,2.0,1979-06-04,1.0,480.0
13,1.0,2.0,1.0,1979-09-30,0.0,511.3333333333333
1595,2.0,1.0,2.0,1980-02-14,0.0,514.3333333333334
3767,2.0,1.0,2.0,1980-08-08,1.0,559.6666666666666
364,1.0,2.0,1.0,1979-10-12,1.0,500.3333333333333
3681,1.0,1.0,2.0,1979-09-20,0.0,629.3333333333334
779,2.0,1.0,,1979-11-05,0.0,627.0
2436,2.0,1.0,1.0,1980-05-20,1.0,522.3333333333334
3091,1.0,1.0,2.0,1980-02-12,0.0,641.6666666666666
3145,2.0,3.0,1.0,1979-11-16,1.0,491.3333333333333
3827,1.0,1.0,2.0,1979-11-16,0.0,622.0
3863,1.0,2.0,1.0,1980-09-12,0.0,482.0
1233,2.0,2.0,1.0,1980-02-05,1.0,564.0
927,1.0,1.0,2.0,1979-12-15,0.0,474.0
4188,2.0,1.0,1.0,1980-08-08,0.0,506.3333333333333
549,1.0,1.0,1.0,1979-08-16,1.0,561.3333333333334
270,1.0,1.0,2.0,1979-08-22,0.0,588.0
2251,1.0,2.0,1.0,1980-05-11,0.0,518.0
3353,2.0,2.0,1.0,1980-03-22,0.0,530.6666666666666
305,1.0,2.0,1.0,1979-05-23,0.0,458.3333333333333
3479,2.0,2.0,1.0,1980-07-11,1.0,491.3333333333333
3830,2.0,1.0,1.0,1979-12-16,0.0,571.3333333333334
1342,2.0,2.0,1.0,1980-01-13,0.0,570.0
353,1.0,2.0,1.0,1980-10-02,0.0,487.6666666666667
1661,1.0,1.0,2.0,1980-03-24,0.0,516.3333333333334
1818,1.0,1.0,2.0,1980-03-08,0.0,616.0
3979,1.0,1.0,1.0,1980-01-18,0.0,486.6666666666667
1217,2.0,2.0,1.0,1980-01-28,1.0,605.3333333333334
777,2.0,1.0,2.0,1979-11-01,1.0,637.3333333333334
2472,2.0,1.0,1.0,1980-06-14,0.0,501.6666666666667
1990,2.0,1.0,2.0,1980-04-28,0.0,575.6666666666666
3446,1.0,1.0,2.0,1979-10-02,0.0,614.6666666666666
1881,1.0,2.0,1.0,1980-03-02,0.0,535.0
3575,1.0,1.0,2.0,1979-12-06,0.0,607.3333333333334
3805,2.0,2.0,1.0,1979-12-14,0.0,510.6666666666667
1554,1.0,2.0,1.0,1980-02-05,0.0,493.6666666666667
1373,1.0,2.0,1.0,1980-03-14,0.0,517.3333333333334
3797,1.0,6.0,1.0,1980-02-12,0.0,508.0
3526,2.0,1.0,2.0,1980-07-20,0.0,538.3333333333334
3280,1.0,1.0,2.0,1980-04-14,0.0,546.0
1863,2.0,2.0,1.0,1980-09-25,0.0,494.6666666666667
1440,2.0,1.0,2.0,1980-01-18,0.0,536.3333333333334
708,2.0,1.0,2.0,1979-11-12,1.0,557.3333333333334
327,1.0,2.0,1.0,1979-07-02,0.0,474.6666666666667
3574,2.0,2.0,1.0,1980-03-10,0.0,552.0
3843,1.0,2.0,1.0,1980-01-22,1.0,477.3333333333333
3034,2.0,1.0,2.0,1980-09-05,0.0,528.6666666666666
1634,1.0,1.0,2.0,1980-02-24,0.0,565.3333333333334
671,2.0,1.0,2.0,1979-10-23,0.0,542.3333333333334
3876,2.0,1.0,1.0,1980-08-12,0.0,489.6666666666667
2830,2.0,1.0,2.0,1980-08-21,0.0,618.6666666666666
811,2.0,2.0,1.0,1979-11-08,1.0,463.0
616,2.0,2.0,1.0,1979-08-23,0.0,518.3333333333334
1102,1.0,2.0,,1979-11-04,1.0,564.3333333333334
1040,2.0,2.0,1.0,1979-12-19,0.0,511.6666666666667
201,1.0,1.0,1.0,1978-09-05,0.0,559.6666666666666
2400,1.0,2.0,1.0,1980-06-24,0.0,506.0
3062,1.0,1.0,2.0,1980-01-29,1.0,516.6666666666666
459,2.0,1.0,1.0,1979-12-27,0.0,522.6666666666666
1192,1.0,2.0,1.0,1980-01-28,1.0,587.0
3163,2.0,1.0,2.0,1980-01-24,1.0,542.0
3480,2.0,1.0,2.0,1980-06-07,0.0,539.6666666666666
1767,2.0,2.0,1.0,1980-08-31,1.0,514.6666666666666
4180,1.0,1.0,2.0,1980-07-17,0.0,512.6666666666666
3816,1.0,1.0,2.0,1979-03-28,1.0,529.0
526,2.0,1.0,2.0,1979-08-07,0.0,523.3333333333334
4154,2.0,1.0,2.0,1980-06-26,0.0,579.0
1774,2.0,1.0,2.0,1980-03-01,1.0,529.3333333333334
2761,2.0,1.0,2.0,1980-07-17,1.0,562.0
74,2.0,2.0,1.0,1979-09-16,0.0,536.3333333333334
1112,1.0,2.0,1.0,1979-12-01,0.0,504.0
23,1.0,2.0,2.0,1980-02-26,1.0,542.3333333333334
954,2.0,1.0,2.0,1979-11-19,1.0,612.0
2591,2.0,1.0,2.0,1980-07-07,1.0,615.6666666666666
2434,1.0,1.0,2.0,1980-05-17,0.0,508.3333333333333
2512,2.0,1.0,2.0,1980-07-02,1.0,550.6666666666666
3812,1.0,1.0,1.0,1978-08-10,0.0,524.0
2813,1.0,2.0,1.0,1980-08-12,1.0,581.3333333333334
2468,2.0,1.0,2.0,1980-06-11,0.0,523.3333333333334
979,2.0,2.0,1.0,1979-12-06,1.0,549.6666666666666
2241,1.0,2.0,,1980-04-29,0.0,504.3333333333333
2985,1.0,1.0,2.0,1980-08-09,0.0,561.0
1532,1.0,2.0,1.0,1980-05-24,0.0,494.6666666666667
995,2.0,2.0,1.0,1979-12-11,1.0,497.3333333333333
3341,1.0,1.0,2.0,1979-11-29,1.0,527.0
830,2.0,1.0,1.0,1979-11-01,1.0,558.0
2701,1.0,1.0,2.0,1980-08-06,0.0,542.3333333333334
1397,2.0,2.0,2.0,1980-04-01,0.0,551.0
4071,2.0,1.0,2.0,1979-11-01,1.0,547.6666666666666
3953,2.0,2.0,1.0,1979-02-25,0.0,502.6666666666667
4056,1.0,1.0,1.0,1979-09-03,0.0,537.6666666666666
3566,2.0,2.0,1.0,1980-02-12,1.0,569.6666666666666
4097,1.0,1.0,2.0,1980-05-09,1.0,558.0
1872,1.0,1.0,2.0,1980-03-12,1.0,606.0
1017,2.0,1.0,2.0,1979-12-15,1.0,495.0
1184,2.0,2.0,1.0,1980-01-23,0.0,484.0
2987,1.0,1.0,2.0,1980-09-04,1.0,543.3333333333334
1984,2.0,1.0,2.0,1980-04-23,1.0,544.3333333333334
2518,2.0,1.0,1.0,1980-07-10,0.0,515.0
810,2.0,1.0,1.0,1979-11-27,1.0,538.6666666666666
840,1.0,1.0,2.0,1979-11-18,1.0,567.6666666666666
1663,1.0,2.0,1.0,1980-03-20,0.0,539.3333333333334
3896,2.0,1.0,1.0,1980-05-07,0.0,527.3333333333334
2820,2.0,2.0,1.0,1980-07-31,1.0,534.6666666666666
1042,2.0,1.0,1.0,1979-12-20,1.0,524.3333333333334
3824,1.0,1.0,1.0,1979-11-25,1.0,516.0
2423,1.0,1.0,2.0,1980-06-01,0.0,536.0
3782,1.0,2.0,1.0,1979-10-20,0.0,523.3333333333334
341,1.0,1.0,2.0,1979-02-09,0.0,499.0
2900,2.0,1.0,1.0,1980-09-04,1.0,596.0
865,2.0,1.0,2.0,1979-12-03,0.0,569.0
307,2.0,2.0,1.0,1979-05-25,0.0,476.3333333333333
117,2.0,2.0,2.0,1980-09-30,0.0,459.3333333333333
3588,1.0,2.0,1.0,1979-05-28,0.0,488.3333333333333
2391,1.0,1.0,,1980-06-05,0.0,570.6666666666666
1229,2.0,1.0,2.0,1980-03-30,0.0,564.0
3329,2.0,1.0,2.0,1979-11-07,0.0,561.0
2628,1.0,1.0,1.0,1980-06-14,1.0,508.3333333333333
1568,1.0,1.0,2.0,1980-02-19,1.0,605.3333333333334
1710,1.0,1.0,2.0,1980-01-16,0.0,502.3333333333333
367,2.0,2.0,2.0,1979-10-26,0.0,509.3333333333333
4083,2.0,1.0,1.0,1979-12-30,1.0,551.6666666666666
951,1.0,1.0,2.0,1979-12-27,1.0,600.3333333333334
3874,1.0,1.0,2.0,1980-09-13,0.0,476.3333333333333
1975,1.0,2.0,2.0,1980-04-09,1.0,523.3333333333334
3666,1.0,2.0,1.0,1979-06-04,0.0,493.6666666666667
1134,2.0,1.0,2.0,1980-01-08,1.0,554.6666666666666
226,1.0,1.0,2.0,1978-12-14,1.0,509.0
4175,2.0,1.0,2.0,1980-08-20,1.0,562.6666666666666
2199,1.0,2.0,1.0,1980-04-16,1.0,534.0
2784,1.0,1.0,2.0,1980-07-28,1.0,566.6666666666666
1348,2.0,1.0,2.0,1980-01-30,0.0,586.3333333333334
839,1.0,1.0,2.0,1979-11-28,0.0,543.0
3870,2.0,1.0,1.0,1980-04-18,0.0,519.0
1225,2.0,2.0,1.0,1980-01-31,0.0,522.3333333333334
2627,1.0,1.0,2.0,1980-07-20,1.0,589.3333333333334
190,1.0,2.0,1.0,1978-11-16,0.0,579.0
1602,2.0,1.0,2.0,1980-02-08,0.0,600.6666666666666
3974,1.0,2.0,1.0,1980-03-19,0.0,463.3333333333333
2125,1.0,1.0,1.0,1980-03-26,1.0,517.0
3281,2.0,1.0,2.0,1980-09-13,1.0,521.0
2043,1.0,2.0,1.0,1980-04-15,0.0,550.6666666666666
1142,2.0,2.0,1.0,1980-01-09,1.0,629.3333333333334
1438,2.0,1.0,2.0,1980-01-14,0.0,604.3333333333334
2993,2.0,1.0,2.0,1980-09-09,1.0,514.6666666666666
3064,2.0,2.0,1.0,1980-07-21,0.0,476.0
1407,2.0,1.0,,1980-08-05,0.0,523.3333333333334
4020,1.0,1.0,2.0,1979-10-11,0.0,567.6666666666666
3696,2.0,2.0,1.0,1980-09-01,1.0,529.0
770,1.0,1.0,2.0,1979-11-26,0.0,565.3333333333334
4142,1.0,1.0,2.0,1980-05-30,1.0,606.6666666666666
3905,2.0,1.0,2.0,1979-02-27,0.0,559.3333333333334
2439,1.0,1.0,1.0,1980-06-04,1.0,507.0
1039,2.0,1.0,1.0,1979-12-12,1.0,537.0
3278,2.0,1.0,1.0,1980-08-25,0.0,540.6666666666666
862,2.0,2.0,1.0,1979-12-11,0.0,496.0
1852,1.0,2.0,1.0,1980-09-22,1.0,551.3333333333334
2548,1.0,1.0,1.0,1980-06-23,1.0,503.6666666666667
3495,2.0,2.0,1.0,1980-07-26,0.0,491.0
982,2.0,2.0,1.0,1979-12-13,0.0,530.0
2319,1.0,1.0,2.0,1980-05-12,0.0,541.6666666666666
1463,2.0,2.0,1.0,1980-04-30,1.0,575.0
3003,2.0,1.0,1.0,1980-09-15,0.0,511.3333333333333
1084,2.0,2.0,1.0,1979-11-08,1.0,600.6666666666666
4110,2.0,1.0,1.0,1980-06-03,0.0,510.3333333333333
3958,2.0,1.0,2.0,1980-10-19,0.0,506.3333333333333
4048,2.0,1.0,2.0,1979-11-20,0.0,573.3333333333334
3342,1.0,1.0,2.0,1980-01-07,0.0,571.0
758,1.0,2.0,2.0,1979-10-27,1.0,548.0
2950,1.0,1.0,1.0,1980-09-02,0.0,551.3333333333334
57,2.0,1.0,2.0,1980-05-17,1.0,515.0
2515,2.0,1.0,2.0,1980-07-14,1.0,482.0
100,1.0,2.0,1.0,1978-11-30,1.0,504.3333333333333
757,2.0,1.0,2.0,1979-10-07,0.0,542.6666666666666
2885,1.0,1.0,2.0,1980-09-06,0.0,527.3333333333334
3359,2.0,1.0,1.0,1980-09-05,0.0,483.0
3829,1.0,1.0,2.0,1979-11-20,0.0,504.6666666666667
2884,2.0,1.0,2.0,1980-09-18,0.0,597.3333333333334
2504,2.0,1.0,1.0,1980-07-11,0.0,495.3333333333333
2210,2.0,2.0,1.0,1980-05-18,0.0,525.0
1721,2.0,2.0,1.0,1980-08-08,0.0,534.0
3669,1.0,2.0,2.0,1980-01-08,0.0,524.3333333333334
2622,2.0,1.0,2.0,1980-07-11,0.0,558.0
700,2.0,1.0,1.0,1979-11-07,0.0,538.0
546,1.0,1.0,1.0,1979-05-11,1.0,567.0
3010,2.0,1.0,2.0,1980-09-30,0.0,566.3333333333334
2653,1.0,2.0,1.0,1980-06-18,0.0,506.6666666666667
1603,1.0,2.0,1.0,1980-06-25,0.0,490.6666666666667
726,1.0,1.0,2.0,1979-11-27,1.0,598.0
1117,1.0,2.0,1.0,1979-12-22,0.0,496.6666666666667
2581,2.0,1.0,2.0,1980-07-25,1.0,599.3333333333334
2746,1.0,2.0,1.0,1980-08-22,1.0,481.6666666666667
404,2.0,1.0,,1979-04-12,0.0,528.6666666666666
1702,1.0,1.0,1.0,1980-02-11,0.0,481.6666666666667
2059,1.0,1.0,2.0,1980-03-14,0.0,614.0
3921,1.0,1.0,1.0,1979-07-17,0.0,614.0
1467,2.0,1.0,2.0,1980-02-01,1.0,562.6666666666666
1726,1.0,1.0,2.0,1980-02-24,1.0,565.0
3773,2.0,1.0,1.0,1980-03-23,1.0,530.3333333333334
2502,1.0,1.0,2.0,1980-07-08,1.0,602.3333333333334
1129,2.0,1.0,2.0,1980-01-05,1.0,550.3333333333334
3098,1.0,1.0,1.0,1980-09-12,0.0,524.3333333333334
1043,1.0,1.0,2.0,1979-12-25,1.0,538.3333333333334
241,2.0,2.0,1.0,1978-12-12,0.0,525.0
3187,2.0,1.0,2.0,1980-02-11,0.0,566.6666666666666
2071,2.0,1.0,2.0,1980-04-02,0.0,510.6666666666667
3951,1.0,1.0,1.0,1979-12-02,0.0,551.6666666666666
3947,1.0,2.0,1.0,1979-02-19,0.0,542.6666666666666
1701,2.0,2.0,1.0,1980-08-03,0.0,571.0
3084,2.0,2.0,1.0,1980-03-12,0.0,530.0
3801,2.0,1.0,1.0,1980-03-10,1.0,509.6666666666667
3356,2.0,2.0,1.0,1980-09-10,1.0,526.3333333333334
873,1.0,2.0,1.0,1979-12-07,0.0,532.0
87,2.0,1.0,2.0,1980-02-03,0.0,573.0
2825,1.0,2.0,1.0,1980-01-24,1.0,499.0
2797,1.0,2.0,1.0,1980-06-01,1.0,513.3333333333334
3643,2.0,2.0,1.0,1980-07-14,0.0,443.6666666666667
781,2.0,1.0,,1979-11-28,0.0,538.3333333333334
3425,1.0,2.0,1.0,1979-06-08,1.0,492.3333333333333
2721,1.0,1.0,2.0,1980-08-01,0.0,544.6666666666666
1319,2.0,2.0,1.0,1980-03-14,0.0,484.3333333333333
1417,2.0,1.0,2.0,1980-02-11,1.0,586.3333333333334
288,1.0,2.0,1.0,1979-04-29,0.0,507.3333333333333
1480,2.0,1.0,2.0,1980-02-08,0.0,594.3333333333334
2094,1.0,1.0,1.0,1980-03-28,0.0,532.6666666666666
476,1.0,1.0,2.0,1979-06-08,0.0,540.3333333333334
1885,1.0,1.0,1.0,1980-04-07,1.0,560.6666666666666
3839,2.0,2.0,1.0,1979-11-24,1.0,603.3333333333334
3133,2.0,2.0,1.0,1980-06-26,0.0,557.6666666666666
1088,2.0,1.0,2.0,1979-05-08,0.0,478.3333333333333
2931,1.0,1.0,2.0,1980-09-25,0.0,521.3333333333334
2013,1.0,1.0,2.0,1980-04-13,0.0,572.0
2729,1.0,1.0,2.0,1980-07-02,1.0,571.3333333333334
3309,2.0,1.0,1.0,1980-04-17,0.0,463.3333333333333
1185,1.0,1.0,1.0,1980-02-28,1.0,525.6666666666666
3886,1.0,1.0,1.0,1979-04-28,0.0,540.3333333333334
3613,2.0,2.0,1.0,1980-09-26,1.0,516.6666666666666
688,1.0,1.0,1.0,1979-10-20,1.0,541.3333333333334
2452,2.0,2.0,1.0,1980-05-17,0.0,471.0
1744,2.0,2.0,1.0,1980-08-14,0.0,487.6666666666667
2846,1.0,2.0,2.0,1980-08-10,0.0,548.3333333333334
103,1.0,1.0,2.0,1979-05-25,1.0,536.3333333333334
186,1.0,2.0,1.0,1978-12-12,0.0,496.3333333333333
2402,1.0,1.0,2.0,1980-08-02,1.0,522.3333333333334
3472,1.0,1.0,1.0,1980-02-15,0.0,588.6666666666666
1559,2.0,2.0,1.0,1980-06-11,0.0,539.3333333333334
3414,2.0,1.0,1.0,1980-06-28,1.0,592.6666666666666
1425,2.0,1.0,2.0,1980-01-08,0.0,537.6666666666666
1715,2.0,2.0,1.0,1979-08-05,0.0,487.6666666666667
2789,1.0,1.0,1.0,1980-07-20,0.0,490.0
2092,1.0,1.0,2.0,1980-03-14,0.0,536.0
381,2.0,2.0,1.0,1979-11-20,0.0,515.0
335,1.0,2.0,1.0,1979-07-29,0.0,497.0
3708,2.0,2.0,1.0,1980-05-22,0.0,495.0
2408,2.0,1.0,2.0,1980-05-25,1.0,537.3333333333334
2796,1.0,1.0,2.0,1980-07-28,0.0,561.6666666666666
3081,2.0,2.0,1.0,1980-08-17,0.0,464.0
3883,1.0,2.0,1.0,1978-12-10,1.0,493.6666666666667
1433,1.0,1.0,1.0,1980-01-13,0.0,530.0
3122,2.0,2.0,1.0,1980-01-19,0.0,522.3333333333334
2840,2.0,1.0,2.0,1980-08-24,1.0,537.0
41,1.0,1.0,2.0,1979-09-22,0.0,501.3333333333333
3337,2.0,1.0,1.0,1979-12-12,1.0,578.0
3922,1.0,2.0,1.0,1980-05-12,0.0,481.0
3998,1.0,2.0,1.0,1979-07-04,0.0,480.0
4037,2.0,2.0,1.0,1980-07-07,1.0,480.0
2444,2.0,2.0,1.0,1980-06-11,0.0,496.0
2378,2.0,1.0,2.0,1980-05-18,1.0,556.6666666666666
2801,1.0,1.0,2.0,1980-08-02,1.0,621.6666666666666
2205,1.0,1.0,2.0,1980-05-12,1.0,563.3333333333334
892,2.0,1.0,2.0,1979-12-30,1.0,569.6666666666666
1219,2.0,2.0,1.0,1980-02-01,1.0,476.3333333333333
759,2.0,1.0,1.0,1979-11-18,0.0,559.3333333333334
941,1.0,1.0,2.0,1979-12-15,1.0,598.6666666666666
413,1.0,1.0,1.0,1979-04-19,0.0,561.0
1951,2.0,2.0,1.0,1979-12-08,0.0,522.3333333333334
246,1.0,2.0,1.0,1979-08-31,1.0,510.3333333333333
3101,2.0,2.0,1.0,1980-02-18,0.0,515.0
4043,1.0,1.0,2.0,1979-12-07,0.0,530.6666666666666
1600,1.0,1.0,2.0,1980-02-04,1.0,629.6666666666666
3250,1.0,2.0,1.0,1980-03-17,0.0,476.3333333333333
2126,1.0,1.0,2.0,1980-04-02,0.0,511.3333333333333
4170,2.0,1.0,2.0,1980-02-03,1.0,528.6666666666666
118,1.0,1.0,,1978-07-17,1.0,477.0
105,1.0,2.0,1.0,1980-07-14,0.0,468.3333333333333
1870,1.0,2.0,1.0,1980-09-29,1.0,518.0
1206,1.0,1.0,2.0,1980-05-26,1.0,551.3333333333334
3088,2.0,2.0,1.0,1980-04-28,0.0,511.6666666666667
2370,2.0,1.0,2.0,1980-05-04,0.0,569.0
481,1.0,1.0,1.0,1979-06-30,1.0,464.3333333333333
2326,1.0,1.0,1.0,1980-05-27,0.0,560.3333333333334
605,2.0,1.0,2.0,1980-09-10,0.0,565.6666666666666
1149,2.0,1.0,1.0,1980-01-25,0.0,604.0
1548,2.0,2.0,1.0,1980-06-07,0.0,587.0
2096,1.0,1.0,2.0,1980-05-16,0.0,527.3333333333334
3305,2.0,2.0,1.0,1979-11-20,0.0,509.0
3420,1.0,1.0,1.0,1978-11-11,0.0,516.0
4107,1.0,1.0,1.0,1980-03-06,0.0,603.0
1382,1.0,2.0,1.0,1980-03-23,1.0,503.3333333333333
3494,1.0,1.0,1.0,1980-03-21,1.0,522.6666666666666
2750,1.0,1.0,2.0,1980-08-25,1.0,610.3333333333334
1898,2.0,1.0,2.0,1980-03-20,0.0,593.3333333333334
2074,2.0,1.0,2.0,1980-04-17,1.0,530.3333333333334
2607,1.0,1.0,2.0,1980-07-05,1.0,477.3333333333333
3694,2.0,2.0,1.0,1979-07-24,0.0,524.3333333333334
1411,1.0,2.0,1.0,1980-04-05,1.0,530.3333333333334
1609,2.0,2.0,1.0,1980-02-17,1.0,509.6666666666667
4194,2.0,1.0,2.0,1980-09-15,0.0,493.0
2384,2.0,1.0,2.0,1980-06-08,0.0,567.3333333333334
1244,1.0,1.0,2.0,1980-01-17,0.0,541.3333333333334
1880,1.0,2.0,1.0,1980-03-01,0.0,505.6666666666667
3074,1.0,2.0,1.0,1980-02-13,0.0,494.0
1533,2.0,2.0,1.0,1980-05-25,0.0,519.6666666666666
2261,2.0,1.0,2.0,1980-04-24,0.0,617.0
